PIXEL,LATITUDE,LONGITUDE
1805,41.09553038,-74.51014384
1806,41.09269072,-74.49824807
1807,41.08984978,-74.48635337
1808,41.08700756,-74.47445973
1809,41.08416406,-74.46256718
1810,41.08131929,-74.45067569
1811,41.07847323,-74.43878527
1812,41.0756259,-74.42689593
1813,41.07277728,-74.41500766
1814,41.06992739,-74.40312046
1815,41.06707623,-74.39123434
1816,41.06422378,-74.37934929
1817,41.06137006,-74.36746531
1818,41.05851506,-74.35558241
1819,41.05565878,-74.34370058
1820,41.05280123,-74.33181983
1821,41.0499424,-74.31994016
1822,41.04708229,-74.30806156
1823,41.04422091,-74.29618403
1824,41.04135825,-74.28430759
1825,41.03849432,-74.27243221
1826,41.03562911,-74.26055792
1827,41.03276262,-74.24868471
1828,41.02989486,-74.23681257
1829,41.02702583,-74.22494151
1830,41.02415551,-74.21307153
1831,41.02128393,-74.20120262
1832,41.01841107,-74.1893348
1833,41.01553693,-74.17746806
1834,41.01266153,-74.16560239
1835,41.00978484,-74.15373781
1836,41.00690689,-74.14187431
1837,41.00402766,-74.13001189
1838,41.00114715,-74.11815054
1839,40.99826537,-74.10629028
1840,40.99538233,-74.09443111
1841,40.992498,-74.08257301
1842,40.98961241,-74.070716
1843,40.98672554,-74.05886007
1844,40.9838374,-74.04700522
1845,40.98094799,-74.03515146
1846,40.9780573,-74.02329878
1847,40.97516535,-74.01144718
1848,40.97227212,-73.99959667
1849,40.96937762,-73.98774725
1850,40.96648185,-73.9758989
1851,40.96358481,-73.96405165
1852,40.9606865,-73.95220548
1853,40.95778691,-73.9403604
1854,40.95488606,-73.9285164
1855,41.09504085,-74.5495853
1856,41.09220544,-74.53768785
1857,41.08936876,-74.52579146
1858,41.08653079,-74.51389615
1859,41.08369155,-74.5020019
1860,41.08085103,-74.49010873
1861,41.07800922,-74.47821662
1862,41.07516614,-74.46632559
1863,41.07232179,-74.45443563
1864,41.06947615,-74.44254674
1865,41.06662923,-74.43065892
1866,41.06378104,-74.41877217
1867,41.06093157,-74.4068865
1868,41.05808082,-74.3950019
1869,41.0552288,-74.38311837
1870,41.0523755,-74.37123592
1871,41.04952092,-74.35935454
1872,41.04666506,-74.34747423
1873,41.04380793,-74.335595
1874,41.04094952,-74.32371685
1875,41.03808983,-74.31183977
1876,41.03522887,-74.29996376
1877,41.03236663,-74.28808884
1878,41.02950312,-74.27621498
1879,41.02663833,-74.26434221
1880,41.02377227,-74.25247051
1881,41.02090493,-74.24059989
1882,41.01803631,-74.22873035
1883,41.01516642,-74.21686189
1884,41.01229526,-74.2049945
1885,41.00942282,-74.19312819
1886,41.00654911,-74.18126296
1887,41.00367412,-74.16939881
1888,41.00079786,-74.15753575
1889,40.99792033,-74.14567376
1890,40.99504152,-74.13381285
1891,40.99216144,-74.12195302
1892,40.98928009,-74.11009427
1893,40.98639746,-74.09823661
1894,40.98351357,-74.08638002
1895,40.98062839,-74.07452452
1896,40.97774195,-74.0626701
1897,40.97485423,-74.05081677
1898,40.97196525,-74.03896451
1899,40.96907499,-74.02711334
1900,40.96618346,-74.01526326
1901,40.96329065,-74.00341425
1902,40.96039658,-73.99156634
1903,40.95750124,-73.9797195
1904,40.95460462,-73.96787376
1905,40.95170673,-73.95602909
1906,40.94880758,-73.94418552
1907,40.94590715,-73.93234302
1908,41.08603992,-74.55333196
1909,41.08320493,-74.54143603
1910,41.08036866,-74.52954117
1911,41.07753111,-74.51764738
1912,41.07469229,-74.50575467
1913,41.07185218,-74.49386302
1914,41.0690108,-74.48197244
1915,41.06616814,-74.47008293
1916,41.0633242,-74.45819449
1917,41.06047898,-74.44630713
1918,41.05763249,-74.43442083
1919,41.05478471,-74.42253561
1920,41.05193566,-74.41065146
1921,41.04908533,-74.39876838
1922,41.04623373,-74.38688638
1923,41.04338084,-74.37500545
1924,41.04052668,-74.36312559
1925,41.03767125,-74.35124681
1926,41.03481454,-74.3393691
1927,41.03195655,-74.32749246
1928,41.02909728,-74.3156169
1929,41.02623674,-74.30374242
1930,41.02337492,-74.29186901
1931,41.02051183,-74.27999668
1932,41.01764746,-74.26812542
1933,41.01478182,-74.25625524
1934,41.0119149,-74.24438614
1935,41.00904671,-74.23251811
1936,41.00617725,-74.22065116
1937,41.0033065,-74.20878529
1938,41.00043449,-74.1969205
1939,40.9975612,-74.18505679
1940,40.99468664,-74.17319416
1941,40.9918108,-74.1613326
1942,40.98893369,-74.14947213
1943,40.9860553,-74.13761273
1944,40.98317565,-74.12575441
1945,40.98029472,-74.11389718
1946,40.97741252,-74.10204103
1947,40.97452904,-74.09018595
1948,40.97164429,-74.07833196
1949,40.96875827,-74.06647906
1950,40.96587098,-74.05462723
1951,40.96298242,-74.04277649
1952,40.96009258,-74.03092683
1953,40.95720148,-74.01907825
1954,40.9543091,-74.00723075
1955,40.95141545,-73.99538434
1956,40.94852053,-73.98353902
1957,40.94562434,-73.97169478
1958,40.94272688,-73.95985162
1959,40.93982815,-73.94800955
1960,40.93692815,-73.93616856
1961,41.0770389,-74.55707754
1962,41.07420433,-74.54518314
1963,41.07136848,-74.53328981
1964,41.06853135,-74.52139755
1965,41.06569294,-74.50950636
1966,41.06285326,-74.49761624
1967,41.06001229,-74.48572718
1968,41.05717005,-74.4738392
1969,41.05432653,-74.46195229
1970,41.05148173,-74.45006645
1971,41.04863565,-74.43818168
1972,41.0457883,-74.42629798
1973,41.04293966,-74.41441535
1974,41.04008976,-74.4025338
1975,41.03723857,-74.39065332
1976,41.03438611,-74.37877391
1977,41.03153237,-74.36689557
1978,41.02867735,-74.35501831
1979,41.02582106,-74.34314212
1980,41.02296349,-74.331267
1981,41.02010465,-74.31939296
1982,41.01724453,-74.30752
1983,41.01438313,-74.29564811
1984,41.01152046,-74.28377729
1985,41.00865651,-74.27190756
1986,41.00579129,-74.26003889
1987,41.0029248,-74.24817131
1988,41.00005702,-74.2363048
1989,40.99718798,-74.22443937
1990,40.99431766,-74.21257501
1991,40.99144607,-74.20071174
1992,40.9885732,-74.18884954
1993,40.98569906,-74.17698842
1994,40.98282365,-74.16512838
1995,40.97994696,-74.15326941
1996,40.977069,-74.14141153
1997,40.97418976,-74.12955473
1998,40.97130926,-74.11769901
1999,40.96842748,-74.10584437
2000,40.96554443,-74.0939908
2001,40.9626601,-74.08213832
2002,40.95977451,-74.07028693
2003,40.95688764,-74.05843661
2004,40.9539995,-74.04658738
2005,40.95111009,-74.03473922
2006,40.94821941,-74.02289215
2007,40.94532746,-74.01104617
2008,40.94243424,-73.99920127
2009,40.93953974,-73.98735745
2010,40.93664398,-73.97551471
2011,40.93374694,-73.96367306
2012,40.93084864,-73.9518325
2013,40.92794906,-73.93999302
2014,41.0680378,-74.56082206
2015,41.06520365,-74.54892919
2016,41.06236821,-74.53703738
2017,41.0595315,-74.52514665
2018,41.05669351,-74.51325698
2019,41.05385424,-74.50136839
2020,41.0510137,-74.48948086
2021,41.04817187,-74.4775944
2022,41.04532877,-74.46570901
2023,41.04248439,-74.4538247
2024,41.03963873,-74.44194145
2025,41.03679179,-74.43005928
2026,41.03394358,-74.41817817
2027,41.03109409,-74.40629814
2028,41.02824333,-74.39441918
2029,41.02539128,-74.38254129
2030,41.02253796,-74.37066448
2031,41.01968337,-74.35878873
2032,41.01682749,-74.34691407
2033,41.01397035,-74.33504047
2034,41.01111192,-74.32316795
2035,41.00825222,-74.3112965
2036,41.00539125,-74.29942613
2037,41.002529,-74.28755684
2038,40.99966547,-74.27568861
2039,40.99680067,-74.26382147
2040,40.9939346,-74.2519554
2041,40.99106725,-74.24009041
2042,40.98819863,-74.22822649
2043,40.98532873,-74.21636365
2044,40.98245756,-74.20450189
2045,40.97958511,-74.19264121
2046,40.9767114,-74.1807816
2047,40.97383641,-74.16892307
2048,40.97096014,-74.15706562
2049,40.9680826,-74.14520925
2050,40.96520379,-74.13335396
2051,40.96232371,-74.12149975
2052,40.95944236,-74.10964662
2053,40.95655973,-74.09779457
2054,40.95367583,-74.0859436
2055,40.95079066,-74.07409371
2056,40.94790421,-74.06224491
2057,40.9450165,-74.05039718
2058,40.94212752,-74.03855054
2059,40.93923726,-74.02670498
2060,40.93634573,-74.0148605
2061,40.93345293,-74.0030171
2062,40.93055886,-73.99117479
2063,40.92766353,-73.97933357
2064,40.92476692,-73.96749342
2065,40.92186904,-73.95565436
2066,40.91896989,-73.94381639
2067,41.05903661,-74.5645655
2068,41.05620288,-74.55267416
2069,41.05336786,-74.54078389
2070,41.05053157,-74.52889468
2071,41.047694,-74.51700654
2072,41.04485514,-74.50511947
2073,41.04201502,-74.49323347
2074,41.03917361,-74.48134853
2075,41.03633093,-74.46946467
2076,41.03348696,-74.45758188
2077,41.03064172,-74.44570015
2078,41.02779521,-74.4338195
2079,41.02494741,-74.42193992
2080,41.02209834,-74.41006141
2081,41.019248,-74.39818397
2082,41.01639637,-74.3863076
2083,41.01354347,-74.37443231
2084,41.0106893,-74.36255809
2085,41.00783384,-74.35068494
2086,41.00497712,-74.33881286
2087,41.00211911,-74.32694186
2088,40.99925983,-74.31507193
2089,40.99639928,-74.30320308
2090,40.99353745,-74.2913353
2091,40.99067435,-74.2794686
2092,40.98780997,-74.26760297
2093,40.98494432,-74.25573842
2094,40.98207739,-74.24387494
2095,40.97920919,-74.23201254
2096,40.97633971,-74.22015121
2097,40.97346896,-74.20829097
2098,40.97059694,-74.1964318
2099,40.96772365,-74.1845737
2100,40.96484908,-74.17271669
2101,40.96197324,-74.16086075
2102,40.95909612,-74.1490059
2103,40.95621773,-74.13715212
2104,40.95333808,-74.12529942
2105,40.95045714,-74.1134478
2106,40.94757494,-74.10159726
2107,40.94469147,-74.0897478
2108,40.94180672,-74.07789942
2109,40.9389207,-74.06605212
2110,40.93603341,-74.05420591
2111,40.93314485,-74.04236077
2112,40.93025502,-74.03051672
2113,40.92736392,-74.01867375
2114,40.92447154,-74.00683186
2115,40.9215779,-73.99499105
2116,40.91868299,-73.98315133
2117,40.9157868,-73.97131269
2118,40.91288935,-73.95947514
2119,40.90999063,-73.94763867
2120,41.05003534,-74.56830789
2121,41.04720202,-74.55641807
2122,41.04436742,-74.54452932
2123,41.04153155,-74.53264164
2124,41.03869439,-74.52075502
2125,41.03585596,-74.50886948
2126,41.03301625,-74.496985
2127,41.03017526,-74.48510159
2128,41.027333,-74.47321925
2129,41.02448945,-74.46133798
2130,41.02164463,-74.44945778
2131,41.01879853,-74.43757865
2132,41.01595116,-74.4257006
2133,41.01310251,-74.41382361
2134,41.01025258,-74.40194769
2135,41.00740138,-74.39007284
2136,41.0045489,-74.37819907
2137,41.00169514,-74.36632637
2138,40.99884011,-74.35445474
2139,40.9959838,-74.34258418
2140,40.99312622,-74.3307147
2141,40.99026736,-74.31884629
2142,40.98740723,-74.30697895
2143,40.98454582,-74.29511269
2144,40.98168314,-74.2832475
2145,40.97881918,-74.27138339
2146,40.97595395,-74.25952036
2147,40.97308744,-74.24765839
2148,40.97021966,-74.23579751
2149,40.96735061,-74.2239377
2150,40.96448028,-74.21207897
2151,40.96160868,-74.20022131
2152,40.95873581,-74.18836473
2153,40.95586166,-74.17650923
2154,40.95298625,-74.1646548
2155,40.95010955,-74.15280146
2156,40.94723159,-74.14094919
2157,40.94435235,-74.129098
2158,40.94147185,-74.1172479
2159,40.93859007,-74.10539887
2160,40.93570701,-74.09355092
2161,40.93282269,-74.08170405
2162,40.9299371,-74.06985826
2163,40.92705023,-74.05801355
2164,40.9241621,-74.04616992
2165,40.92127269,-74.03432738
2166,40.91838201,-74.02248591
2167,40.91549006,-74.01064553
2168,40.91259685,-73.99880623
2169,40.90970236,-73.98696802
2170,40.9068066,-73.97513088
2171,40.90390957,-73.96329483
2172,40.90101128,-73.95145987
2173,41.04103398,-74.5720492
2174,41.03820108,-74.56016091
2175,41.0353669,-74.54827369
2176,41.03253144,-74.53638753
2177,41.02969471,-74.52450244
2178,41.02685669,-74.51261842
2179,41.0240174,-74.50073547
2180,41.02117683,-74.48885359
2181,41.01833498,-74.47697277
2182,41.01549186,-74.46509302
2183,41.01264745,-74.45321435
2184,41.00980178,-74.44133674
2185,41.00695482,-74.4294602
2186,41.00410659,-74.41758473
2187,41.00125708,-74.40571034
2188,40.99840629,-74.39383701
2189,40.99555423,-74.38196476
2190,40.9927009,-74.37009358
2191,40.98984629,-74.35822347
2192,40.9869904,-74.34635443
2193,40.98413324,-74.33448646
2194,40.9812748,-74.32261957
2195,40.97841509,-74.31075375
2196,40.9755541,-74.29888901
2197,40.97269184,-74.28702534
2198,40.9698283,-74.27516274
2199,40.96696349,-74.26330122
2200,40.96409741,-74.25144077
2201,40.96123005,-74.2395814
2202,40.95836142,-74.22772311
2203,40.95549152,-74.21586589
2204,40.95262034,-74.20400974
2205,40.94974789,-74.19215468
2206,40.94687416,-74.18030069
2207,40.94399917,-74.16844778
2208,40.9411229,-74.15659594
2209,40.93824536,-74.14474519
2210,40.93536655,-74.13289551
2211,40.93248646,-74.12104691
2212,40.92960511,-74.10919939
2213,40.92672248,-74.09735295
2214,40.92383858,-74.08550759
2215,40.92095341,-74.07366331
2216,40.91806697,-74.06182011
2217,40.91517926,-74.04997799
2218,40.91229027,-74.03813695
2219,40.90940002,-74.026297
2220,40.9065085,-74.01445812
2221,40.90361571,-74.00262033
2222,40.90072164,-73.99078362
2223,40.89782631,-73.97894799
2224,40.89492971,-73.96711345
2225,40.89203184,-73.95527998
2226,41.03203254,-74.57578945
2227,41.02920006,-74.56390268
2228,41.02636629,-74.55201699
2229,41.02353125,-74.54013236
2230,41.02069493,-74.52824879
2231,41.01785734,-74.5163663
2232,41.01501846,-74.50448487
2233,41.01217831,-74.49260451
2234,41.00933688,-74.48072522
2235,41.00649417,-74.46884699
2236,41.00365019,-74.45696984
2237,41.00080493,-74.44509375
2238,40.99795839,-74.43321874
2239,40.99511058,-74.42134479
2240,40.99226149,-74.40947191
2241,40.98941113,-74.39760011
2242,40.98655949,-74.38572937
2243,40.98370657,-74.37385971
2244,40.98085238,-74.36199112
2245,40.97799691,-74.3501236
2246,40.97514017,-74.33825715
2247,40.97228215,-74.32639178
2248,40.96942286,-74.31452748
2249,40.96656229,-74.30266425
2250,40.96370045,-74.2908021
2251,40.96083734,-74.27894101
2252,40.95797295,-74.26708101
2253,40.95510729,-74.25522208
2254,40.95224035,-74.24336422
2255,40.94937214,-74.23150744
2256,40.94650266,-74.21965173
2257,40.94363191,-74.2077971
2258,40.94075988,-74.19594355
2259,40.93788658,-74.18409107
2260,40.935012,-74.17223967
2261,40.93213616,-74.16038935
2262,40.92925904,-74.14854011
2263,40.92638065,-74.13669194
2264,40.92350099,-74.12484485
2265,40.92062006,-74.11299884
2266,40.91773785,-74.10115391
2267,40.91485438,-74.08931006
2268,40.91196963,-74.07746729
2269,40.90908362,-74.06562559
2270,40.90619633,-74.05378498
2271,40.90330777,-74.04194545
2272,40.90041794,-74.030107
2273,40.89752685,-74.01826963
2274,40.89463448,-74.00643334
2275,40.89174084,-73.99459814
2276,40.88884594,-73.98276401
2277,40.88594976,-73.97093097
2278,40.88305232,-73.95909901
2279,41.02303102,-74.57952863
2280,41.02019895,-74.56764339
2281,41.0173656,-74.55575922
2282,41.01453098,-74.54387612
2283,41.01169508,-74.53199408
2284,41.0088579,-74.52011311
2285,41.00601944,-74.5082332
2286,41.00317971,-74.49635436
2287,41.0003387,-74.48447659
2288,40.99749641,-74.47259989
2289,40.99465284,-74.46072426
2290,40.991808,-74.4488497
2291,40.98896189,-74.4369762
2292,40.98611449,-74.42510378
2293,40.98326582,-74.41323242
2294,40.98041588,-74.40136213
2295,40.97756465,-74.38949292
2296,40.97471216,-74.37762478
2297,40.97185839,-74.3657577
2298,40.96900334,-74.3538917
2299,40.96614702,-74.34202677
2300,40.96328942,-74.33016291
2301,40.96043055,-74.31830013
2302,40.9575704,-74.30643842
2303,40.95470899,-74.29457778
2304,40.95184629,-74.28271821
2305,40.94898232,-74.27085972
2306,40.94611708,-74.25900231
2307,40.94325057,-74.24714596
2308,40.94038278,-74.2352907
2309,40.93751372,-74.2234365
2310,40.93464339,-74.21158339
2311,40.93177178,-74.19973135
2312,40.92889891,-74.18788038
2313,40.92602476,-74.17603049
2314,40.92314933,-74.16418168
2315,40.92027264,-74.15233395
2316,40.91739467,-74.14048729
2317,40.91451543,-74.12864171
2318,40.91163493,-74.11679721
2319,40.90875315,-74.10495379
2320,40.90587009,-74.09311144
2321,40.90298577,-74.08127018
2322,40.90010018,-74.06942999
2323,40.89721332,-74.05759089
2324,40.89432518,-74.04575286
2325,40.89143578,-74.03391592
2326,40.88854511,-74.02208006
2327,40.88565317,-74.01024527
2328,40.88275995,-73.99841157
2329,40.87986547,-73.98657895
2330,40.87696972,-73.97474742
2331,40.8740727,-73.96291696
2332,41.01402941,-74.58326675
2333,41.01119776,-74.57138303
2334,41.00836483,-74.55950039
2335,41.00553062,-74.54761881
2336,41.00269514,-74.53573829
2337,40.99985838,-74.52385885
2338,40.99702034,-74.51198046
2339,40.99418102,-74.50010315
2340,40.99134043,-74.4882269
2341,40.98849856,-74.47635172
2342,40.98565541,-74.46447761
2343,40.98281099,-74.45260457
2344,40.97996529,-74.4407326
2345,40.97711832,-74.42886169
2346,40.97427007,-74.41699186
2347,40.97142054,-74.40512309
2348,40.96856974,-74.39325539
2349,40.96571766,-74.38138877
2350,40.96286431,-74.36952321
2351,40.96000968,-74.35765873
2352,40.95715378,-74.34579532
2353,40.9542966,-74.33393298
2354,40.95143815,-74.32207171
2355,40.94857843,-74.31021151
2356,40.94571743,-74.29835239
2357,40.94285516,-74.28649434
2358,40.93999161,-74.27463736
2359,40.93712679,-74.26278146
2360,40.9342607,-74.25092663
2361,40.93139334,-74.23907288
2362,40.9285247,-74.2272202
2363,40.92565479,-74.21536859
2364,40.9227836,-74.20351806
2365,40.91991115,-74.19166861
2366,40.91703742,-74.17982023
2367,40.91416242,-74.16797293
2368,40.91128615,-74.15612671
2369,40.90840861,-74.14428156
2370,40.90552979,-74.13243749
2371,40.90264971,-74.1205945
2372,40.89976835,-74.10875259
2373,40.89688572,-74.09691175
2374,40.89400183,-74.08507199
2375,40.89111666,-74.07323332
2376,40.88823022,-74.06139572
2377,40.88534251,-74.0495592
2378,40.88245353,-74.03772376
2379,40.87956328,-74.0258894
2380,40.87667177,-74.01405612
2381,40.87377898,-74.00222393
2382,40.87088492,-73.99039281
2383,40.8679896,-73.97856278
2384,40.86509301,-73.96673383
2385,41.00502771,-74.5870038
2386,41.00219648,-74.57512161
2387,40.99936397,-74.56324049
2388,40.99653018,-74.55136043
2389,40.99369511,-74.53948144
2390,40.99085877,-74.52760352
2391,40.98802115,-74.51572666
2392,40.98518225,-74.50385087
2393,40.98234207,-74.49197615
2394,40.97950062,-74.48010249
2395,40.9766579,-74.4682299
2396,40.97381389,-74.45635838
2397,40.97096861,-74.44448792
2398,40.96812206,-74.43261854
2399,40.96527423,-74.42075022
2400,40.96242512,-74.40888297
2401,40.95957474,-74.3970168
2402,40.95672308,-74.38515169
2403,40.95387015,-74.37328765
2404,40.95101594,-74.36142469
2405,40.94816046,-74.34956279
2406,40.9453037,-74.33770197
2407,40.94244567,-74.32584222
2408,40.93958637,-74.31398354
2409,40.93672579,-74.30212593
2410,40.93386394,-74.29026939
2411,40.93100082,-74.27841393
2412,40.92813642,-74.26655954
2413,40.92527075,-74.25470623
2414,40.9224038,-74.24285398
2415,40.91953559,-74.23100282
2416,40.9166661,-74.21915272
2417,40.91379534,-74.20730371
2418,40.91092331,-74.19545577
2419,40.90805,-74.1836089
2420,40.90517542,-74.17176311
2421,40.90229957,-74.15991839
2422,40.89942246,-74.14807476
2423,40.89654406,-74.1362322
2424,40.8936644,-74.12439071
2425,40.89078347,-74.11255031
2426,40.88790127,-74.10071098
2427,40.88501779,-74.08887273
2428,40.88213305,-74.07703556
2429,40.87924703,-74.06519947
2430,40.87635975,-74.05336445
2431,40.8734712,-74.04153052
2432,40.87058137,-74.02969767
2433,40.86769028,-74.01786589
2434,40.86479792,-74.0060352
2435,40.86190429,-73.99420559
2436,40.85900939,-73.98237706
2437,40.85611322,-73.97054961
2438,40.99602594,-74.59073978
2439,40.99319512,-74.57885912
2440,40.99036302,-74.56697953
2441,40.98752965,-74.555101
2442,40.984695,-74.54322353
2443,40.98185908,-74.53134713
2444,40.97902187,-74.51947179
2445,40.97618339,-74.50759752
2446,40.97334364,-74.49572432
2447,40.97050261,-74.48385218
2448,40.9676603,-74.47198111
2449,40.96481671,-74.46011111
2450,40.96197185,-74.44824218
2451,40.95912571,-74.43637431
2452,40.9562783,-74.42450752
2453,40.95342961,-74.41264179
2454,40.95057965,-74.40077713
2455,40.94772841,-74.38891354
2456,40.9448759,-74.37705102
2457,40.94202211,-74.36518957
2458,40.93916705,-74.3533292
2459,40.93631072,-74.34146989
2460,40.93345311,-74.32961165
2461,40.93059423,-74.31775449
2462,40.92773407,-74.30589839
2463,40.92487264,-74.29404337
2464,40.92200994,-74.28218942
2465,40.91914596,-74.27033655
2466,40.91628071,-74.25848475
2467,40.91341419,-74.24663402
2468,40.91054639,-74.23478436
2469,40.90767733,-74.22293578
2470,40.90480699,-74.21108828
2471,40.90193538,-74.19924184
2472,40.89906249,-74.18739649
2473,40.89618834,-74.17555221
2474,40.89331292,-74.163709
2475,40.89043622,-74.15186687
2476,40.88755825,-74.14002582
2477,40.88467901,-74.12818585
2478,40.8817985,-74.11634695
2479,40.87891672,-74.10450913
2480,40.87603367,-74.09267238
2481,40.87314935,-74.08083672
2482,40.87026376,-74.06900213
2483,40.8673769,-74.05716863
2484,40.86448878,-74.0453362
2485,40.86159938,-74.03350485
2486,40.85870871,-74.02167458
2487,40.85581677,-74.00984539
2488,40.85292357,-73.99801728
2489,40.8500291,-73.98619026
2490,40.84713335,-73.97436431
2491,40.98702408,-74.59447471
2492,40.98419368,-74.58259557
2493,40.981362,-74.5707175
2494,40.97852904,-74.55884049
2495,40.97569481,-74.54696455
2496,40.9728593,-74.53508967
2497,40.97002252,-74.52321586
2498,40.96718446,-74.51134311
2499,40.96434512,-74.49947143
2500,40.9615045,-74.48760081
2501,40.95866261,-74.47573126
2502,40.95581945,-74.46386278
2503,40.952975,-74.45199537
2504,40.95012929,-74.44012902
2505,40.94728229,-74.42826375
2506,40.94443402,-74.41639954
2507,40.94158448,-74.4045364
2508,40.93873366,-74.39267432
2509,40.93588157,-74.38081332
2510,40.9330282,-74.36895339
2511,40.93017356,-74.35709453
2512,40.92731765,-74.34523674
2513,40.92446046,-74.33338001
2514,40.921602,-74.32152436
2515,40.91874226,-74.30966979
2516,40.91588125,-74.29781628
2517,40.91301897,-74.28596384
2518,40.91015542,-74.27411248
2519,40.90729059,-74.26226219
2520,40.90442449,-74.25041298
2521,40.90155711,-74.23856483
2522,40.89868847,-74.22671776
2523,40.89581855,-74.21487177
2524,40.89294736,-74.20302685
2525,40.8900749,-74.191183
2526,40.88720117,-74.17934023
2527,40.88432617,-74.16749853
2528,40.8814499,-74.15565791
2529,40.87857235,-74.14381837
2530,40.87569354,-74.1319799
2531,40.87281345,-74.12014251
2532,40.8699321,-74.1083062
2533,40.86704947,-74.09647096
2534,40.86416557,-74.0846368
2535,40.86128041,-74.07280372
2536,40.85839397,-74.06097172
2537,40.85550627,-74.0491408
2538,40.8526173,-74.03731095
2539,40.84972705,-74.02548219
2540,40.84683554,-74.0136545
2541,40.84394276,-74.0018279
2542,40.84104871,-73.99000237
2543,40.8381534,-73.97817793
2544,40.97802213,-74.59820857
2545,40.97519215,-74.58633095
2546,40.97236089,-74.57445441
2547,40.96952835,-74.56257892
2548,40.96669454,-74.5507045
2549,40.96385945,-74.53883115
2550,40.96102308,-74.52695885
2551,40.95818543,-74.51508763
2552,40.95534651,-74.50321747
2553,40.95250632,-74.49134837
2554,40.94966485,-74.47948035
2555,40.9468221,-74.46761339
2556,40.94397807,-74.45574749
2557,40.94113277,-74.44388266
2558,40.9382862,-74.43201891
2559,40.93543835,-74.42015621
2560,40.93258923,-74.40829459
2561,40.92973883,-74.39643404
2562,40.92688716,-74.38457455
2563,40.92403421,-74.37271614
2564,40.92117999,-74.36085879
2565,40.9183245,-74.34900251
2566,40.91546773,-74.33714731
2567,40.91260968,-74.32529317
2568,40.90975037,-74.31344011
2569,40.90688978,-74.30158811
2570,40.90402792,-74.28973719
2571,40.90116479,-74.27788734
2572,40.89830038,-74.26603857
2573,40.8954347,-74.25419086
2574,40.89256775,-74.24234423
2575,40.88969953,-74.23049867
2576,40.88683003,-74.21865419
2577,40.88395927,-74.20681078
2578,40.88108723,-74.19496844
2579,40.87821392,-74.18312718
2580,40.87533934,-74.17128699
2581,40.87246349,-74.15944788
2582,40.86958637,-74.14760984
2583,40.86670798,-74.13577288
2584,40.86382832,-74.123937
2585,40.86094738,-74.11210219
2586,40.85806518,-74.10026846
2587,40.85518171,-74.08843581
2588,40.85229697,-74.07660424
2589,40.84941096,-74.06477374
2590,40.84652368,-74.05294432
2591,40.84363513,-74.04111598
2592,40.84074531,-74.02928872
2593,40.83785423,-74.01746254
2594,40.83496187,-74.00563743
2595,40.83206825,-73.99381341
2596,40.82917336,-73.98199047
2597,40.96902011,-74.60194136
2598,40.96619054,-74.59006527
2599,40.9633597,-74.57819025
2600,40.96052758,-74.56631629
2601,40.95769418,-74.55444339
2602,40.95485951,-74.54257156
2603,40.95202356,-74.53070079
2604,40.94918633,-74.51883108
2605,40.94634783,-74.50696244
2606,40.94350805,-74.49509487
2607,40.940667,-74.48322836
2608,40.93782467,-74.47136292
2609,40.93498106,-74.45949855
2610,40.93213618,-74.44763524
2611,40.92929003,-74.435773
2612,40.9264426,-74.42391182
2613,40.92359389,-74.41205172
2614,40.92074391,-74.40019268
2615,40.91789266,-74.38833471
2616,40.91504013,-74.37647781
2617,40.91218633,-74.36462198
2618,40.90933126,-74.35276722
2619,40.90647491,-74.34091353
2620,40.90361729,-74.32906091
2621,40.90075839,-74.31720936
2622,40.89789823,-74.30535888
2623,40.89503679,-74.29350947
2624,40.89217407,-74.28166113
2625,40.88931009,-74.26981387
2626,40.88644483,-74.25796767
2627,40.8835783,-74.24612255
2628,40.8807105,-74.23427851
2629,40.87784143,-74.22243553
2630,40.87497109,-74.21059363
2631,40.87209947,-74.1987528
2632,40.86922659,-74.18691305
2633,40.86635243,-74.17507437
2634,40.863477,-74.16323677
2635,40.8606003,-74.15140024
2636,40.85772233,-74.13956479
2637,40.8548431,-74.12773041
2638,40.85196259,-74.11589711
2639,40.84908081,-74.10406489
2640,40.84619776,-74.09223374
2641,40.84331344,-74.08040367
2642,40.84042786,-74.06857468
2643,40.837541,-74.05674676
2644,40.83465288,-74.04491993
2645,40.83176349,-74.03309417
2646,40.82887282,-74.02126949
2647,40.8259809,-74.00944589
2648,40.8230877,-73.99762337
2649,40.82019323,-73.98580193
2650,40.960018,-74.6056731
2651,40.95718885,-74.59379853
2652,40.95435842,-74.58192503
2653,40.95152672,-74.57005259
2654,40.94869374,-74.55818122
2655,40.94585948,-74.5463109
2656,40.94302395,-74.53444166
2657,40.94018714,-74.52257347
2658,40.93734906,-74.51070635
2659,40.9345097,-74.4988403
2660,40.93166906,-74.48697531
2661,40.92882715,-74.47511139
2662,40.92598396,-74.46324853
2663,40.9231395,-74.45138674
2664,40.92029377,-74.43952602
2665,40.91744676,-74.42766636
2666,40.91459847,-74.41580778
2667,40.91174891,-74.40395026
2668,40.90889808,-74.3920938
2669,40.90604597,-74.38023842
2670,40.90319259,-74.3683841
2671,40.90033794,-74.35653086
2672,40.89748201,-74.34467868
2673,40.89462481,-74.33282757
2674,40.89176634,-74.32097754
2675,40.88890659,-74.30912857
2676,40.88604557,-74.29728067
2677,40.88318328,-74.28543385
2678,40.88031972,-74.27358809
2679,40.87745488,-74.26174341
